tip	date	distance	residual
hCoV-19/Spain/MC-ISCIII-215409/2021|EPI_ISL_4425079|2021-05-25	2021.3945205479451	6.273831670669663E-4	2.1195815859849333E-4
hCoV-19/Spain/MC-ISCIII-215994/2021|EPI_ISL_4425247|2021-06-07	2021.4301369863015	6.273831670669663E-4	1.9633699981431963E-4
hCoV-19/Spain/MC-ISCIII-215995/2021|EPI_ISL_4425249|2021-06-07	2021.4301369863015	6.253831670669662E-4	1.9433699981431958E-4
hCoV-19/Spain/MC-11073608/2021|EPI_ISL_2828327|2021-06-07	2021.4301369863015	6.243831670669662E-4	1.9333699981431956E-4
hCoV-19/Spain/MC-ISCIII-216080/2021|EPI_ISL_4601280|2021-06-01	2021.4136986301369	6.576648670669667E-4	2.338284654070839E-4
hCoV-19/Spain/MD-HGUGM-607248/2021|EPI_ISL_2675270|2021-06-17	2021.4575342465753	8.165278670669683E-4	3.734654238266409E-4
hCoV-19/Spain/MD-HGUGM-600879/2021|EPI_ISL_2675275|2021-06-18	2021.4602739726026	8.180830670669683E-4	3.73818996227884E-4
hCoV-19/Spain/MD-HGUGM-604824/2021|EPI_ISL_2675281|2021-06-15	2021.4520547945206	8.180830670669683E-4	3.774238790241549E-4
hCoV-19/Spain/VC-IBV-99034304/2021|EPI_ISL_3925432|2021-06-15	2021.4520547945206	8.180830670669683E-4	3.774238790241549E-4
hCoV-19/Spain/VC-IBV-99034303/2021|EPI_ISL_3925434|2021-06-15	2021.4520547945206	8.556984670669684E-4	4.15039279024155E-4
hCoV-19/Spain/VC-IBV-99034302/2021|EPI_ISL_3925380|2021-06-15	2021.4520547945206	8.556984670669684E-4	4.15039279024155E-4
hCoV-19/Spain/MD-H12O_886/2021|EPI_ISL_3502593|2021-05-21	2021.3835616438357	9.050761670669685E-4	4.944576689935235E-4
hCoV-19/Spain/MD-HRYC-71346751/2021|EPI_ISL_2689718|2021-06-03	2021.4191780821918	7.37928267066968E-4	3.116886102094603E-4
hCoV-19/Spain/MD-HGUGM-5669798/2021|EPI_ISL_3505969|2021-05-20	2021.3808219178081	6.991183670669671E-4	2.8970149659239E-4
hCoV-19/Argentina/INEI104227/2021|EPI_ISL_2140040|2021-04-22	2021.304109589041	5.831032670669662E-4	2.0733196935813938E-4
hCoV-19/Argentina/INEI108391/2021|EPI_ISL_6694393|2021-07-23	2021.5561643835617	7.661714670669683E-4	2.798504302707238E-4
hCoV-19/Argentina/INEI111464/2021|EPI_ISL_6695055|2021-09-24	2021.7287671232878	7.263132670669677E-4	1.642896915478128E-4
hCoV-19/Argentina/INEI111551/2021|EPI_ISL_6695098|2021-09-30	2021.7452054794521	8.754959670669683E-4	3.062626259551605E-4
hCoV-19/Argentina/PAIS-F0202/2021|EPI_ISL_7775376|2021-10-12	2021.7780821917809	6.879920670669668E-4	1.043391947698533E-4
hCoV-19/Argentina/INEI111470/2021|EPI_ISL_6695056|2021-09-30	2021.7452054794521	6.129684670669662E-4	4.3735125955158454E-5
hCoV-19/Argentina/INEI111580/2021|EPI_ISL_6695109|2021-09-29	2021.7424657534248	5.378344670669661E-4	-3.0197246446084713E-5
hCoV-19/Argentina/INEI111643/2021|EPI_ISL_6695133|2021-10-05	2021.7589041095891	6.122212670669662E-4	3.697978796126256E-5
hCoV-19/Argentina/INEI114540/2021|EPI_ISL_8688632|2021-10-05	2021.7589041095891	5.388344670669661E-4	-3.640701203873754E-5
hCoV-19/Argentina/INEI105208/2021|EPI_ISL_6694361|2021-05-08	2021.3479452054794	4.995602670669662E-4	1.0456292777769483E-4
hCoV-19/Argentina/INEI104597/2021|EPI_ISL_2158755|2021-05-05	2021.3397260273973	6.115559670669663E-4	2.201635105739658E-4
hCoV-19/Argentina/INEI106134/2021|EPI_ISL_4082562|2021-05-21	2021.3835616438357	6.469822670669668E-4	2.363637689935217E-4
hCoV-19/Argentina/INEI106397/2021|EPI_ISL_4082741|2021-06-09	2021.4356164383562	6.869993670669668E-4	2.5354994461680616E-4
hCoV-19/Argentina/INEI109192/2021|EPI_ISL_5158712|2021-08-02	2021.5835616438355	7.596965670669682E-4	2.6135925428304293E-4
hCoV-19/Argentina/INEI110718/2021|EPI_ISL_5655979|2021-09-06	2021.6794520547944	7.222790670669678E-4	1.8188478832588243E-4
hCoV-19/Argentina/INEI111488/2021|EPI_ISL_6695071|2021-09-17	2021.7095890410958	8.715367670669682E-4	3.1792458473933413E-4
hCoV-19/Argentina/INEI108883/2021|EPI_ISL_5158650|2021-08-02	2021.5835616438355	7.34018167066968E-4	2.356808542830428E-4
hCoV-19/Argentina/INEI109815/2021|EPI_ISL_6694437|2021-04-02	2021.2493150684932	5.711202670669662E-4	2.1938152133361196E-4
hCoV-19/Argentina/INEI107259/2021|EPI_ISL_4083143|2021-06-23	2021.4739726027397	6.073612670669661E-4	1.570890582339859E-4
hCoV-19/Argentina/INEI107260/2021|EPI_ISL_4083144|2021-06-24	2021.4767123287672	6.088047670669662E-4	1.5733093063511792E-4
hCoV-19/Argentina/INEI105742/2021|EPI_ISL_4082418|2021-05-18	2021.3753424657534	6.120396670669663E-4	2.0502605178990317E-4
hCoV-19/Argentina/UW21040175274/2021|EPI_ISL_10515126|2021-04-01	2021.2465753424658	6.458440670669668E-4	2.953069489323695E-4
hCoV-19/Argentina/UW21031915742/2021|EPI_ISL_10515143|2021-03-19	2021.2109589041097	6.458440670669668E-4	3.1092810771643216E-4
hCoV-19/Argentina/UW21041494573/2021|EPI_ISL_10515131|2021-04-14	2021.282191780822	7.939802670669682E-4	4.278219901483082E-4
hCoV-19/Argentina/UW21040700646/2021|EPI_ISL_10515132|2021-04-07	2021.2630136986302	7.566258670669682E-4	3.98878983339718E-4
hCoV-19/Argentina/INEI107103/2021|EPI_ISL_4083049|2021-06-28	2021.4876712328767	5.691813670669661E-4	1.1290102024008998E-4
hCoV-19/Argentina/INEI107102/2021|EPI_ISL_4083048|2021-06-28	2021.4876712328767	6.811214670669667E-4	2.248411202400906E-4
hCoV-19/Argentina/INEI108320/2021|EPI_ISL_5158502|2021-07-16	2021.5369863013698	6.055993670669663E-4	1.2768972346213162E-4
hCoV-19/Argentina/INEI108808/2021|EPI_ISL_5158607|2021-07-25	2021.5616438356165	7.193777670669677E-4	2.3065347507320922E-4
hCoV-19/Argentina/INEI109301/2021|EPI_ISL_5158755|2021-07-28	2021.5698630136985	7.193777670669677E-4	2.270485922769383E-4
hCoV-19/Argentina/INEI110094/2021|EPI_ISL_6694535|2021-08-19	2021.6301369863013	5.318313670669661E-4	1.306638510383928E-5
hCoV-19/Argentina/INEI111320/2021|EPI_ISL_6694954|2021-09-10	2021.690410958904	5.318313670669661E-4	-1.3369422069258179E-5
hCoV-19/Argentina/INEI104591/2021|EPI_ISL_2158750|2021-05-05	2021.3397260273973	5.299132670669661E-4	1.3852081057396564E-4
hCoV-19/Argentina/INEI109457/2021|EPI_ISL_5158865|2021-08-02	2021.5835616438355	6.770489670669667E-4	1.787116542830415E-4
hCoV-19/Argentina/INEI109869/2021|EPI_ISL_5159089|2021-08-18	2021.627397260274	6.786207670669668E-4	1.6105741270259696E-4
hCoV-19/Argentina/INEI112845/2021|EPI_ISL_7752788|2021-10-01	2021.7479452054795	7.170087670669677E-4	1.465737983564029E-4
hCoV-19/Argentina/INEI108796/2021|EPI_ISL_5158596|2021-07-12	2021.5260273972603	6.031290670669663E-4	1.3002593385727057E-4
hCoV-19/Argentina/INEI112083/2021|EPI_ISL_6695278|2021-10-04	2021.7561643835616	7.142314670669675E-4	1.4019161556013185E-4
hCoV-19/Argentina/INEI111383/2021|EPI_ISL_6694998|2021-09-23	2021.7260273972602	0.0010016983670669674	4.4087641914668046E-4
hCoV-19/Argentina/INEI103534/2021|EPI_ISL_2135717|2021-04-06	2021.2602739726028	5.318334670669662E-4	1.7528821093847297E-4
hCoV-19/Argentina/INEI104614/2021|EPI_ISL_2158764|2021-04-30	2021.3260273972603	5.705037670669661E-4	1.8511944856786154E-4
hCoV-19/Argentina/INEI106544/2021|EPI_ISL_4082822|2021-06-16	2021.454794520548	6.824737670669668E-4	2.4061295142539633E-4
hCoV-19/Argentina/INEI105783/2021|EPI_ISL_4082441|2021-06-04	2021.4219178082192	7.55725467066968E-4	3.2828418261070323E-4
hCoV-19/Argentina/INEI107689/2021|EPI_ISL_4083300|2021-07-05	2021.5068493150684	6.033525670669663E-4	1.3866082704868039E-4
hCoV-19/Argentina/INEI103537/2021|EPI_ISL_2135720|2021-04-06	2021.2602739726028	5.651077670669662E-4	2.0856251093847298E-4
hCoV-19/Argentina/INEI111507/2021|EPI_ISL_6695082|2021-09-27	2021.7369863013698	7.52742567066968E-4	1.871141087515421E-4
hCoV-19/Argentina/INEI106243/2021|EPI_ISL_4082626|2021-05-23	2021.3890410958904	6.007451670669662E-4	1.8772341379600722E-4
hCoV-19/Argentina/INEI108789/2021|EPI_ISL_5158593|2021-07-29	2021.572602739726	6.015777670669663E-4	1.0804696467806897E-4
hCoV-19/Argentina/INEI110048/2021|EPI_ISL_6694511|2021-08-20	2021.6328767123289	6.025974670669663E-4	8.263085750497153E-5
hCoV-19/Argentina/INEI105299/2021|EPI_ISL_4082265|2021-05-15	2021.3671232876711	6.374447670669665E-4	2.340360345862853E-4
hCoV-19/Argentina/INEI106403/2021|EPI_ISL_4082745|2021-06-10	2021.4383561643835	6.373332670669665E-4	2.0268221701804897E-4
hCoV-19/Argentina/INEI109492/2021|EPI_ISL_5158886|2021-08-01	2021.5808219178082	7.89673967066968E-4	2.9253828188179976E-4
hCoV-19/Argentina/INEI110800/2021|EPI_ISL_5159299|2021-08-30	2021.6602739726027	5.991548670669663E-4	6.717198151729071E-5
hCoV-19/Argentina/INEI110097/2021|EPI_ISL_6694538|2021-08-20	2021.6328767123289	5.983597670669663E-4	7.839315750497147E-5
hCoV-19/Spain/IB-HUSE-00937/2021|EPI_ISL_2626145|2021-06-12	2021.4438356164383	6.374009670669665E-4	2.0034666182053502E-4
hCoV-19/Argentina/INEI106200/2021|EPI_ISL_4082605|2021-06-03	2021.4191780821918	6.754862670669668E-4	2.492466102094591E-4
hCoV-19/Chile/VS-137781/2021|EPI_ISL_3987901|2021-08-10	2021.6054794520549	5.991787670669663E-4	9.122843349276323E-5
hCoV-19/Argentina/INEI104509/2021|EPI_ISL_2158710|2021-04-20	2021.2986301369863	5.230905670669661E-4	1.4972252455565328E-4
hCoV-19/Argentina/INEI110087/2021|EPI_ISL_6694529|2021-08-19	2021.6301369863013	6.354695670669665E-4	1.1670458510383965E-4
hCoV-19/Argentina/INEI112009/2021|EPI_ISL_6695223|2021-10-12	2021.7780821917809	7.836006670669679E-4	1.9994779476985444E-4
hCoV-19/Argentina/INEI108706/2021|EPI_ISL_5158539|2021-07-23	2021.5561643835617	6.327774670669664E-4	1.4645643027072193E-4
hCoV-19/Argentina/INEI109468/2021|EPI_ISL_5158872|2021-08-07	2021.5972602739726	7.823465670669679E-4	2.7800111628914677E-4
hCoV-19/Argentina/INEI107231/2021|EPI_ISL_4083123|2021-06-23	2021.4739726027397	5.198221670669661E-4	6.954995823398589E-5
hCoV-19/Argentina/INEI112080/2021|EPI_ISL_6695275|2021-10-04	2021.7561643835616	6.680428670669668E-4	9.400301556013115E-5
hCoV-19/Argentina/INEI106669/2021|EPI_ISL_4082907|2021-06-15	2021.4520547945206	5.544255670669662E-4	1.1376637902415273E-4
hCoV-19/Chile/VS-131487/2021|EPI_ISL_3363673|2021-07-27	2021.5671232876712	6.649024670669668E-4	1.737749198756944E-4
hCoV-19/Argentina/INEI106541/2021|EPI_ISL_4082819|2021-06-18	2021.4602739726026	5.924096670669663E-4	1.4814559622788198E-4
hCoV-19/Argentina/INEI107255/2021|EPI_ISL_4083141|2021-06-23	2021.4739726027397	5.550796670669661E-4	1.0480745823398586E-4
hCoV-19/Argentina/PAIS-A0942/2021|EPI_ISL_4405452|2021-04-16	2021.2876712328766	5.361432670669662E-4	1.6758173495079226E-4
hCoV-19/Argentina/PAIS-A0949/2021|EPI_ISL_4405474|2021-05-03	2021.3342465753424	6.044995670669663E-4	2.1551036577159078E-4
hCoV-19/Argentina/PAIS-A0911/2021|EPI_ISL_4405363|2021-06-07	2021.4301369863015	6.328763670669664E-4	2.0183019981431978E-4
hCoV-19/Argentina/INEI109459/2021|EPI_ISL_5158867|2021-08-05	2021.5917808219178	7.043218670669673E-4	2.0237967148666015E-4
hCoV-19/Argentina/INEI110563/2021|EPI_ISL_5159258|2021-09-04	2021.6739726027397	7.034038670669673E-4	1.6541284352339586E-4
hCoV-19/Argentina/INEI105529/2021|EPI_ISL_4082351|2021-05-18	2021.3753424657534	5.530292670669661E-4	1.4601565178990296E-4
hCoV-19/Argentina/PAIS-D0348/2021|EPI_ISL_8152126|2021-05-05	2021.3397260273973	5.540292670669661E-4	1.6263681057396566E-4
hCoV-19/Argentina/PAIS-D0354/2021|EPI_ISL_8152131|2021-05-14	2021.3643835616438	5.939029670669662E-4	1.9169586218504198E-4
hCoV-19/Argentina/PAIS-D0360/2021|EPI_ISL_8152137|2021-05-27	2021.4	6.702350670669668E-4	2.524068034008689E-4
hCoV-19/Argentina/PAIS-D0361/2021|EPI_ISL_8152138|2021-05-27	2021.4	5.930229670669662E-4	1.751947034008683E-4
hCoV-19/Argentina/PAIS-D0234/2021|EPI_ISL_8181673|2021-05-31	2021.4109589041095	5.934155670669662E-4	1.707807930058404E-4
hCoV-19/Argentina/INEI106607/2021|EPI_ISL_4082876|2021-06-13	2021.4465753424658	6.641477670669668E-4	2.258918342216673E-4
hCoV-19/Argentina/PAIS-D0362/2021|EPI_ISL_8152139|2021-06-10	2021.4383561643835	6.661477670669668E-4	2.314967170180492E-4
hCoV-19/Argentina/PAIS-D0375/2021|EPI_ISL_8152152|2021-07-02	2021.4986301369863	6.671477670669668E-4	2.0606090984495176E-4
hCoV-19/Argentina/PAIS-D0378/2021|EPI_ISL_8152155|2021-07-05	2021.5068493150684	6.671477670669668E-4	2.0245602704868084E-4
hCoV-19/Argentina/PAIS-D0368/2021|EPI_ISL_8152145|2021-06-19	2021.4630136986302	6.651477670669668E-4	2.196820686290145E-4
hCoV-19/Argentina/INEI110216/2021|EPI_ISL_5159149|2021-08-28	2021.654794520548	7.386078670669678E-4	2.0902823671480617E-4
hCoV-19/Argentina/INEI110217/2021|EPI_ISL_5159150|2021-08-28	2021.654794520548	7.386078670669678E-4	2.0902823671480617E-4
hCoV-19/Argentina/PAIS-E0511/2021|EPI_ISL_6437567|2021-09-02	2021.668493150685	7.372215670669677E-4	2.0163379872091027E-4
hCoV-19/Argentina/PAIS-D0377/2021|EPI_ISL_8152154|2021-07-05	2021.5068493150684	6.635847670669669E-4	1.988930270486809E-4
hCoV-19/Argentina/PAIS-D0346/2021|EPI_ISL_8152124|2021-04-30	2021.3260273972603	5.893151670669663E-4	2.0393084856786166E-4
hCoV-19/Argentina/PAIS-D0356/2021|EPI_ISL_8152133|2021-05-07	2021.345205479452	5.157766670669661E-4	1.2198095537645172E-4
hCoV-19/Argentina/INEI111577/2021|EPI_ISL_6695106|2021-09-28	2021.7397260273972	7.368752670669677E-4	1.700451811527849E-4
hCoV-19/Argentina/INEI111579/2021|EPI_ISL_6695108|2021-09-29	2021.7424657534248	7.368752670669677E-4	1.688435535539169E-4
hCoV-19/Argentina/INEI104116/2021|EPI_ISL_2136061|2021-04-13	2021.2794520547945	5.490131670669662E-4	1.8405651774706315E-4
hCoV-19/Argentina/INEI107632/2021|EPI_ISL_4083260|2021-06-29	2021.490410958904	6.225174670669663E-4	1.6503549264133323E-4
hCoV-19/Argentina/INEI104412/2021|EPI_ISL_2140112|2021-04-15	2021.2849315068493	5.137683670669662E-4	1.4640846254954923E-4
hCoV-19/Argentina/INEI104561/2021|EPI_ISL_2158742|2021-05-05	2021.3397260273973	5.514020670669661E-4	1.6000961057396565E-4
hCoV-19/Argentina/INEI106096/2021|EPI_ISL_4082538|2021-05-22	2021.386301369863	5.887175670669663E-4	1.7689744139476424E-4
hCoV-19/Argentina/PAIS-A0946/2021|EPI_ISL_4405465|2021-06-03	2021.4191780821918	6.661441670669668E-4	2.3990451020945909E-4
hCoV-19/Argentina/PAIS-A0951/2021|EPI_ISL_4405480|2021-06-01	2021.4136986301369	5.532285670669662E-4	1.293921654070834E-4
hCoV-19/Argentina/INEI106471/2021|EPI_ISL_6694371|2021-06-16	2021.454794520548	5.855408670669662E-4	1.4368005142539582E-4
hCoV-19/Argentina/UW21040604031/2021|EPI_ISL_10515130|2021-04-06	2021.2602739726028	5.087704670669661E-4	1.5222521093847293E-4
hCoV-19/Argentina/INEI104557/2021|EPI_ISL_2158740|2021-04-26	2021.3150684931506	4.7152376706696627E-4	9.094595896300058E-5
hCoV-19/Argentina/INEI105296/2021|EPI_ISL_4082262|2021-05-15	2021.3671232876711	5.090071670669662E-4	1.0559843458628497E-4
hCoV-19/Argentina/INEI110467/2021|EPI_ISL_5159219|2021-08-22	2021.6383561643836	5.829005670669663E-4	6.053070230745757E-5
hCoV-19/Argentina/INEI108702/2021|EPI_ISL_5158536|2021-07-13	2021.5287671232877	6.210186670669663E-4	1.4671390625840255E-4
hCoV-19/Argentina/INEI109816/2021|EPI_ISL_6694438|2021-06-10	2021.4383561643835	6.629106670669668E-4	2.2825961701804925E-4
hCoV-19/Argentina/INEI110547/2021|EPI_ISL_5159250|2021-09-02	2021.668493150685	6.91383267066967E-4	1.5579549872090954E-4
hCoV-19/Argentina/INEI110248/2021|EPI_ISL_5159180|2021-08-28	2021.654794520548	6.166647670669663E-4	8.708513671480472E-5
hCoV-19/Argentina/INEI110580/2021|EPI_ISL_5159271|2021-09-02	2021.668493150685	6.166647670669663E-4	8.107699872090884E-5
hCoV-19/Argentina/INEI105795/2021|EPI_ISL_4082452|2021-05-17	2021.372602739726	5.031848670669661E-4	9.737287938865996E-5
hCoV-19/Argentina/INEI104377/2021|EPI_ISL_2140097|2021-04-20	2021.2986301369863	4.6552376706696634E-4	9.21557245556535E-5
hCoV-19/Argentina/INEI104638/2021|EPI_ISL_2158767|2021-04-30	2021.3260273972603	5.023041670669662E-4	1.1691984856786164E-4
hCoV-19/Argentina/INEI106098/2021|EPI_ISL_4082540|2021-05-16	2021.3698630136987	5.749838670669663E-4	1.7037350698741714E-4
hCoV-19/Argentina/PAIS-G1024/2021|EPI_ISL_12891357|2021-06-10	2021.4383561643835	8.398914670669674E-4	4.0524041701804983E-4
hCoV-19/Argentina/INEI108680/2021|EPI_ISL_5158521|2021-07-19	2021.545205479452	6.118854670669663E-4	1.3037094066586073E-4
hCoV-19/Argentina/INEI106256/2021|EPI_ISL_4082631|2021-06-01	2021.4136986301369	5.733570670669663E-4	1.4952066540708348E-4
hCoV-19/Argentina/INEI105354/2021|EPI_ISL_4082296|2021-05-15	2021.3671232876711	5.343881670669662E-4	1.3097943458628496E-4
hCoV-19/Argentina/INEI104554/2021|EPI_ISL_2158737|2021-04-26	2021.3150684931506	5.323899670669662E-4	1.518121589630005E-4
hCoV-19/Argentina/INEI106584/2021|EPI_ISL_4082859|2021-06-15	2021.4520547945206	4.948078670669662E-4	5.4148679024152726E-5
hCoV-19/Argentina/INEI103536/2021|EPI_ISL_2135719|2021-04-05	2021.2575342465752	4.5752376706696636E-4	1.0218013853734116E-4
hCoV-19/Argentina/INEI108216/2021|EPI_ISL_5158458|2021-07-17	2021.5397260273974	5.305506670669662E-4	5.1439395863374544E-5
hCoV-19/Argentina/INEI109858/2021|EPI_ISL_5159081|2021-07-20	2021.5479452054794	5.291590670669662E-4	4.644291306710364E-5
hCoV-19/Argentina/INEI110001/2021|EPI_ISL_5159127|2021-08-21	2021.6356164383562	6.778351670669668E-4	1.5666692990621504E-4
hCoV-19/Argentina/INEI104760/2021|EPI_ISL_2158824|2021-04-28	2021.3205479452056	5.270331670669663E-4	1.4405210376537561E-4
hCoV-19/Argentina/PAIS-E0345/2021|EPI_ISL_4849752|2021-07-06	2021.509589041096	5.652954670669662E-4	9.940209944981227E-5
hCoV-19/Argentina/INEI108668/2021|EPI_ISL_5158514|2021-07-22	2021.5534246575342	6.015492670669664E-4	1.1642985786958985E-4
hCoV-19/Argentina/PAIS-A0804/2021|EPI_ISL_4405049|2021-04-05	2021.2575342465752	5.428280670669662E-4	1.87484438537341E-4
hCoV-19/Argentina/PAIS-E0400/2021|EPI_ISL_5332822|2021-09-21	2021.7205479452055	6.379804670669667E-4	7.956177434419371E-5
hCoV-19/Argentina/INEI111075/2021|EPI_ISL_6694774|2021-09-06	2021.6794520547944	6.747265670669669E-4	1.3433228832588154E-4
hCoV-19/Argentina/INEI110239/2021|EPI_ISL_5159173|2021-08-28	2021.654794520548	7.115753670669671E-4	1.819957367148055E-4
hCoV-19/Argentina/PAIS-A0808/2021|EPI_ISL_4405062|2021-04-09	2021.268493150685	4.862907670669663E-4	1.2614062814220222E-4
hCoV-19/Argentina/INEI104494/2021|EPI_ISL_2158697|2021-04-28	2021.3205479452056	4.4852376706696636E-4	6.55427037653757E-5
hCoV-19/Argentina/INEI104128/2021|EPI_ISL_2136097|2021-04-22	2021.304109589041	4.4752376706696633E-4	7.175246935813955E-5
hCoV-19/Argentina/INEI111082/2021|EPI_ISL_6694780|2021-09-06	2021.6794520547944	5.201625670669662E-4	-2.0231711674119162E-5
hCoV-19/Argentina/INEI110500/2021|EPI_ISL_5159235|2021-08-25	2021.6465753424657	6.333383670669666E-4	1.0736361951118689E-4
hCoV-19/Argentina/INEI106114/2021|EPI_ISL_4082551|2021-06-02	2021.4164383561645	4.8141836706696635E-4	5.638033780821556E-5
hCoV-19/Argentina/INEI104150/2021|EPI_ISL_2136117|2021-04-08	2021.2657534246575	4.804713670669663E-4	1.2152285574095915E-4
hCoV-19/Argentina/INEI111178/2021|EPI_ISL_6694846|2021-09-09	2021.6876712328767	5.922447670669664E-4	4.8245605529499084E-5
hCoV-19/Argentina/INEI107645/2021|EPI_ISL_4083271|2021-07-01	2021.495890410959	5.940715670669664E-4	1.341863374437083E-4
hCoV-19/Brazil/RS-HBM-39510/2021|EPI_ISL_2139536|2021-03-17	2021.2054794520548	4.3797096706696626E-4	1.0545826291405658E-4
hCoV-19/Brazil/RJ-LNN00638/2021|EPI_ISL_2101720|2021-04-19	2021.295890410959	4.3709626706696635E-4	6.492985215441049E-5
hCoV-19/Brazil/RJ-LNN00593/2021|EPI_ISL_2101728|2021-04-22	2021.304109589041	5.467731670669662E-4	1.7100186935813946E-4
hCoV-19/Brazil/RJ-LNN00779/2021|EPI_ISL_2101593|2021-04-23	2021.3068493150686	5.097479670669663E-4	1.327750417592715E-4
hCoV-19/Brazil/RJ-LNN00553/2021|EPI_ISL_2101739|2021-04-22	2021.304109589041	4.723008670669663E-4	9.65295693581395E-5
hCoV-19/Argentina/PAIS-A0552/2021|EPI_ISL_2007475|2021-03-26	2021.2301369863014	4.353201670669663E-4	9.199281452502186E-5
hCoV-19/Argentina/INEI110704/2021|EPI_ISL_5656008|2021-09-06	2021.6794520547944	6.978372670669668E-4	1.5744298832588146E-4
hCoV-19/Brazil/RS-HBM-39482/2021|EPI_ISL_2139508|2021-03-09	2021.1835616438357	4.6959606706696637E-4	1.4669638370422348E-4
hCoV-19/Spain/MD-HGUGM-597794/2021|EPI_ISL_1511207|2021-04-03	2021.2520547945205	6.633147670669667E-4	3.1037439373485546E-4
hCoV-19/Colombia/COR-INS-VG-2112/2021|EPI_ISL_2155041|2021-04-08	2021.2657534246575	6.194134670669665E-4	2.604649557409593E-4
hCoV-19/Brazil/RS-FUNED-15461-21/2021|EPI_ISL_2249361|2021-02-20	2021.13698630137	4.6860816706696635E-4	1.6613615288331402E-4
hCoV-19/Brazil/RS-FUNED-14020-21/2021|EPI_ISL_2249365|2021-02-19	2021.1342465753426	4.6860816706696635E-4	1.67337780482071E-4
hCoV-19/England/CAMC-13DCC5E/2021|EPI_ISL_1327150|2021-03-12	2021.1917808219177	3.9372966706696617E-4	6.722510090795237E-5
hCoV-19/Brazil/RS-HBM-39497/2021|EPI_ISL_2139523|2021-03-11	2021.1890410958904	3.9372966706696617E-4	6.842672850670934E-5
hCoV-19/Brazil/SC-FIOCRUZ-19125/2021|EPI_ISL_2157399|2021-03-02	2021.164383561644	3.9372966706696617E-4	7.924137689563311E-5
hCoV-19/Brazil/SC-FIOCRUZ-19109/2021|EPI_ISL_2157396|2021-03-01	2021.1616438356164	3.9372966706696617E-4	8.044300449439008E-5
hCoV-19/Brazil/RJ-LNN00789/2021|EPI_ISL_2101689|2021-04-26	2021.3150684931506	3.9272966706696615E-4	1.2151858963000458E-5
hCoV-19/Brazil/RS-HBM-39501/2021|EPI_ISL_2139527|2021-03-17	2021.2054794520548	4.279676670669663E-4	9.545496291405662E-5
hCoV-19/Brazil/RS-HBM-39518/2021|EPI_ISL_2139544|2021-03-16	2021.2027397260274	3.917296670669661E-4	6.0418590512813415E-5
hCoV-19/Brazil/SC-FIOCRUZ-19106/2021|EPI_ISL_2157518|2021-03-27	2021.2328767123288	4.2796776706696633E-4	8.34387869262649E-5
hCoV-19/Brazil/RS-HBM-39469/2021|EPI_ISL_2139495|2021-03-10	2021.186301369863	3.897296670669662E-4	6.562835610546633E-5
hCoV-19/Brazil/SC-FIOCRUZ-19101/2021|EPI_ISL_2157407|2021-03-03	2021.1671232876713	4.2496996706696636E-4	1.0928004929687632E-4
hCoV-19/England/CAMC-139C4DA/2021|EPI_ISL_1332933|2021-03-08	2021.1808219178083	3.526450670669659E-4	3.094701130298001E-5
hCoV-19/Brazil/PR-FIOCRUZ-19051/2021|EPI_ISL_2157404|2021-03-02	2021.164383561644	4.2243306706696635E-4	1.0794477689563328E-4
