tip	date	distance	residual
hCoV-19/Brazil/SP-IB_124207/2021|EPI_ISL_3579330|2021-08-02	2021.5835616438355	3.4313464399624976E-4	-6.598206650367406E-5
hCoV-19/Peru/LIM-UPCH-1155/2021|EPI_ISL_5147084|2021-08-09	2021.6027397260275	2.736163439962496E-4	-1.4267520096667162E-4
hCoV-19/Spain/CL-COV09753/2021|EPI_ISL_3646357|2021-07-29	2021.572602739726	4.799657439962499E-4	7.494893890361043E-5
hCoV-19/Spain/CL-COV07772/2021|EPI_ISL_3881794|2021-07-03	2021.5013698630137	4.455353439962499E-4	6.716792405145816E-5
hCoV-19/Spain/PV-HUB-59099791/2021|EPI_ISL_4978321|2021-07-31	2021.5780821917808	4.1136374399624985E-4	4.296986199912682E-6
hCoV-19/Spain/CT-HUGTiPM038BI6H9/2021|EPI_ISL_3817459|2021-06-28	2021.4876712328767	5.0141984399625E-4	1.2817730581064692E-4
hCoV-19/Spain/CL-COV10968/2021|EPI_ISL_3909164|2021-07-27	2021.5671232876712	4.820575439962499E-4	7.909069160730807E-5
hCoV-19/Spain/GA-CHUVI-19390469/2021|EPI_ISL_3470152|2021-07-16	2021.5369863013698	4.848673439962499E-4	9.317523147758978E-5
hCoV-19/Spain/GA-CHUVI-34118660/2021|EPI_ISL_3470222|2021-07-21	2021.5506849315068	4.848673439962499E-4	8.80503497184011E-5
hCoV-19/Spain/GA-CHUVI-34100745/2021|EPI_ISL_3470201|2021-07-11	2021.5232876712328	4.848673439962499E-4	9.830011323677847E-5
hCoV-19/Spain/GA-CHUVI-34100700/2021|EPI_ISL_3470197|2021-07-11	2021.5232876712328	4.848673439962499E-4	9.830011323677847E-5
hCoV-19/Spain/GA-CHUVI-34100578/2021|EPI_ISL_3470189|2021-07-11	2021.5232876712328	5.1703594399625E-4	1.3046871323677857E-4
hCoV-19/Spain/GA-CHUVI-19390672/2021|EPI_ISL_3470156|2021-07-19	2021.545205479452	4.506987439962499E-4	5.5931702421987766E-5
hCoV-19/Spain/GA-CHUVI-34097263/2021|EPI_ISL_3470185|2021-07-09	2021.517808219178	4.516987439962499E-4	6.718146594047618E-5
hCoV-19/Spain/GA-CHUVI-34100647/2021|EPI_ISL_3470193|2021-07-11	2021.5232876712328	4.516987439962499E-4	6.51315132367785E-5
hCoV-19/Spain/GA-CHUVI-19379224/2021|EPI_ISL_3470148|2021-07-07	2021.5123287671233	3.791951439962498E-4	-3.272181355937285E-6
hCoV-19/Spain/GA-CHUVI-51643828/2021|EPI_ISL_3470226|2021-07-18	2021.5424657534247	3.781951439962498E-4	-1.554692122621897E-5
hCoV-19/Spain/GA-CHUVI-34097100/2021|EPI_ISL_3470181|2021-07-09	2021.517808219178	3.771951439962498E-4	-7.3221340595239345E-6
hCoV-19/Spain/CT-HUGTiPR021PB7A6/2021|EPI_ISL_2671372|2021-06-16	2021.454794520548	4.1145154399624986E-4	5.050872203272186E-5
hCoV-19/Mexico/ROO-INMEGEN-19-159/2021|EPI_ISL_3371414|2021-07-21	2021.5506849315068	5.8516544399625E-4	1.8834844971840126E-4
hCoV-19/Colombia/ANT-PRO-LDSP308/2021|EPI_ISL_4960511|2021-07-03	2021.5013698630137	4.8182734399624994E-4	1.0345992405145821E-4
hCoV-19/USA/CA-CDPH-3000122934/2021|EPI_ISL_8396164|2021-07-20	2021.5479452054794	5.1499594399625E-4	1.192039260701945E-4
hCoV-19/Chile/LI-147322/2021|EPI_ISL_4632862|2021-09-01	2021.6657534246576	3.068399439962496E-4	-1.3302605705902836E-4
hCoV-19/Chile/LI-149109/2021|EPI_ISL_4658057|2021-09-03	2021.6712328767123	2.736713439962496E-4	-1.6824460976261503E-4
hCoV-19/Spain/MD-HGUGM-5843022/2021|EPI_ISL_4987001|2021-10-01	2021.7479452054795	4.8484164399624995E-4	1.4226352385839905E-5
hCoV-19/Spain/MD-HGUGM-5854498/2021|EPI_ISL_4987029|2021-10-02	2021.7506849315068	4.8484164399624995E-4	1.3201376034046577E-5
hCoV-19/USA/TX-HHD-2110069868/2021|EPI_ISL_5152719|2021-09-21	2021.7205479452055	4.1317504399624995E-4	-4.7190484095782734E-5
hCoV-19/Chile/TA-134093/2021|EPI_ISL_3981958|2021-08-02	2021.5835616438355	6.6829304399625E-4	2.591763334963262E-4
hCoV-19/Chile/TA-135600/2021|EPI_ISL_3982659|2021-08-03	2021.5863013698631	6.5661124399625E-4	2.464695571444219E-4
hCoV-19/Chile/ML-136620/2021|EPI_ISL_3987643|2021-08-05	2021.5917808219178	6.5661124399625E-4	2.444196044407242E-4
hCoV-19/Chile/TA-134097/2021|EPI_ISL_3987699|2021-08-02	2021.5835616438355	6.5457474399625E-4	2.454580334963262E-4
hCoV-19/Chile/TA-137287/2021|EPI_ISL_4005127|2021-08-09	2021.6027397260275	6.182397439962499E-4	2.0194819903332874E-4
hCoV-19/Chile/RM-142801/2021|EPI_ISL_4632431|2021-08-23	2021.641095890411	5.5290254399625E-4	1.2226133010766714E-4
hCoV-19/Chile/RM-142807/2021|EPI_ISL_4632436|2021-08-24	2021.6438356164383	5.5390254399625E-4	1.222363537557627E-4
hCoV-19/Chile/RM-142808/2021|EPI_ISL_4632437|2021-08-24	2021.6438356164383	5.5490254399625E-4	1.2323635375576273E-4
hCoV-19/Chile/LI-147311/2021|EPI_ISL_4632863|2021-09-01	2021.6657534246576	5.8907114399625E-4	1.49205142940972E-4
hCoV-19/Chile/LI-149965/2021|EPI_ISL_4655110|2021-09-06	2021.6794520547944	5.8907114399625E-4	1.4408026118189435E-4
hCoV-19/Chile/RM-142804/2021|EPI_ISL_4632433|2021-08-23	2021.641095890411	5.5190254399625E-4	1.2126133010766712E-4
hCoV-19/Chile/AN-138275/2021|EPI_ISL_3987924|2021-08-09	2021.6027397260275	5.8614874399625E-4	1.698571990333288E-4
hCoV-19/Chile/AP-139291/2021|EPI_ISL_4628792|2021-08-12	2021.6109589041096	6.2049584399625E-4	2.0112936997783784E-4
hCoV-19/Argentina/PAIS-A0998/2021|EPI_ISL_4578882|2021-07-27	2021.5671232876712	6.2201544399625E-4	2.1904859160730818E-4
hCoV-19/Chile/BI-141017/2021|EPI_ISL_4630487|2021-08-18	2021.627397260274	6.5569144399625E-4	2.3017511186685584E-4
hCoV-19/Chile/LI-147321/2021|EPI_ISL_4632842|2021-09-01	2021.6657534246576	6.8991274399625E-4	2.5004674294097206E-4
hCoV-19/Chile/RM-145893/2021|EPI_ISL_4632237|2021-08-30	2021.6602739726027	5.8614404399625E-4	1.4832799564478078E-4
hCoV-19/Chile/TA-146395/2021|EPI_ISL_4632342|2021-08-27	2021.6520547945206	4.954000439962499E-4	6.065892470027165E-5
hCoV-19/Chile/AN-152113/2021|EPI_ISL_4655610|2021-09-07	2021.682191780822	4.8121134399624994E-4	3.5195484829989975E-5
hCoV-19/Panama/PAM20999-GMI/2021|EPI_ISL_11686450|2021-06-08	2021.4328767123288	3.070830439962496E-4	-4.565996715259871E-5
hCoV-19/Panama/GMI-PACOVIDVIRO702/2021|EPI_ISL_5196317|2021-04-20	2021.2986301369863	2.7263714399624955E-4	-2.9882025912394256E-5
hCoV-19/Panama/GMI-PACOVIDVIRO703/2021|EPI_ISL_5196318|2021-04-20	2021.2986301369863	2.7263714399624955E-4	-2.9882025912394256E-5
hCoV-19/Chile/TA-146396/2021|EPI_ISL_4632310|2021-08-28	2021.654794520548	3.412995439962497E-4	-9.446655165163288E-5
hCoV-19/Chile/VS-153083/2021|EPI_ISL_4654279|2021-09-16	2021.7068493150684	3.4121414399624977E-4	-1.1402650233648321E-4
hCoV-19/USA/WV-CDC-LC0325583/2021|EPI_ISL_5573377|2021-10-05	2021.7589041095891	4.114297439962499E-4	-6.328545302155549E-5
hCoV-19/Chile/RM-90846/2021|EPI_ISL_12145282|2021-05-07	2021.345205479452	2.0111154399624954E-4	-1.1883222389365798E-4
hCoV-19/Chile/AN-154347/2021|EPI_ISL_4656285|2021-09-13	2021.6986301369864	4.4358914399624986E-4	-8.576573280992116E-6
hCoV-19/Chile/AN-152100/2021|EPI_ISL_4655592|2021-09-12	2021.695890410959	4.1042054399624984E-4	-4.072019692919881E-5
hCoV-19/Brazil/AM-FIOCRUZ-21893593DMM/2021|EPI_ISL_4516039|2021-09-10	2021.690410958904	4.7909194399624983E-4	3.0001155774498863E-5
hCoV-19/USA/FL-BPHL-10265/2021|EPI_ISL_5541927|2021-06-02	2021.4164383561645	3.022573439962496E-4	-4.4335809041505666E-5
hCoV-19/Colombia/LAG-INS-VG-3951/2021|EPI_ISL_3385772|2021-05-01	2021.3287671232877	3.039106439962497E-4	-9.883265782675843E-6
hCoV-19/Colombia/DC-SDS-1097045/2021|EPI_ISL_8843955|2021-10-10	2021.772602739726	3.7230174399624977E-4	-1.075383347806333E-4
hCoV-19/Chile/TA-143786/2021|EPI_ISL_4635473|2021-08-23	2021.641095890411	2.8298744399624955E-4	-1.4765376989233335E-4
hCoV-19/Chile/TA-143784/2021|EPI_ISL_4635472|2021-08-23	2021.641095890411	5.275440439962501E-4	9.690283010766723E-5
hCoV-19/Chile/TA-145204/2021|EPI_ISL_4635608|2021-08-24	2021.6438356164383	5.285440439962502E-4	9.68778537557629E-5
hCoV-19/Chile/TA-145206/2021|EPI_ISL_4635610|2021-08-24	2021.6438356164383	5.285440439962502E-4	9.68778537557629E-5
hCoV-19/Chile/TA-157950/2021|EPI_ISL_5545770|2021-09-25	2021.731506849315	3.171560439962496E-4	-1.4730938950306742E-4
hCoV-19/Chile/TA-139691/2021|EPI_ISL_3988261|2021-08-11	2021.6082191780822	2.8298744399624955E-4	-1.353540536702583E-4
hCoV-19/Chile/AR-134982/2021|EPI_ISL_4005249|2021-08-01	2021.5808219178082	4.928344439962499E-4	8.474270984811937E-5
hCoV-19/Chile/TA-142389/2021|EPI_ISL_4632393|2021-08-19	2021.6301369863013	5.2507674399625E-4	9.853543551506245E-5
hCoV-19/Chile/TA-145199/2021|EPI_ISL_4635604|2021-08-26	2021.6493150684933	5.2507674399625E-4	9.136060105206507E-5
hCoV-19/Chile/TA-142384/2021|EPI_ISL_4632390|2021-08-19	2021.6301369863013	5.2407674399625E-4	9.753543551506243E-5
hCoV-19/Chile/TA-125980/2021|EPI_ISL_11976056|2021-07-13	2021.5287671232877	5.2509544399625E-4	1.3647826053308088E-4
hCoV-19/Chile/TA-131565/2021|EPI_ISL_11976155|2021-07-27	2021.5671232876712	5.2407674399625E-4	1.2110989160730816E-4
hCoV-19/Chile/TA-140688/2021|EPI_ISL_4632622|2021-08-16	2021.6219178082192	3.493963439962497E-4	-7.407003542955786E-5
hCoV-19/Chile/TA-149026/2021|EPI_ISL_4658124|2021-09-05	2021.676712328767	3.199827439962496E-4	-1.2398316246631268E-4
hCoV-19/Chile/AP-141816/2021|EPI_ISL_4631649|2021-08-17	2021.6246575342466	3.179286439962496E-4	-1.065627117813513E-4
hCoV-19/Chile/AN-120415/2021|EPI_ISL_3185396|2021-06-30	2021.4931506849316	3.8702354399624975E-4	1.1731053106949028E-5
hCoV-19/Chile/AN-120417/2021|EPI_ISL_3185397|2021-06-30	2021.4931506849316	3.8902354399624974E-4	1.3731053106949022E-5
hCoV-19/Chile/AN-126768/2021|EPI_ISL_11976057|2021-07-06	2021.509589041096	3.8902354399624974E-4	7.58119499585599E-6
hCoV-19/Chile/AN-120418/2021|EPI_ISL_3185398|2021-06-30	2021.4931506849316	3.880235439962497E-4	1.2731053106948998E-5
hCoV-19/Chile/AP-125404/2021|EPI_ISL_3185725|2021-07-10	2021.5205479452054	4.6018944399624977E-4	7.464718958857168E-5
hCoV-19/Chile/AP-127891/2021|EPI_ISL_11976025|2021-07-16	2021.5369863013698	4.270208439962498E-4	3.5328731477589706E-5
hCoV-19/Chile/TA-148305/2021|EPI_ISL_4636140|2021-09-01	2021.6657534246576	4.260208439962498E-4	-1.3845157059028178E-5
hCoV-19/Chile/AP-125883/2021|EPI_ISL_3185802|2021-07-12	2021.5260273972603	4.250208439962498E-4	3.7428636884874044E-5
hCoV-19/Chile/TA-145209/2021|EPI_ISL_4636009|2021-08-25	2021.6465753424657	4.240208439962498E-4	-8.67032259603079E-6
hCoV-19/Chile/TA-150395/2021|EPI_ISL_4659683|2021-09-07	2021.682191780822	4.571894439962498E-4	1.1173584829989838E-5
hCoV-19/Chile/TA-154174/2021|EPI_ISL_5010705|2021-09-13	2021.6986301369864	4.571894439962498E-4	5.023726719007829E-6
hCoV-19/Chile/TA-147078/2021|EPI_ISL_4632487|2021-08-30	2021.6602739726027	3.544982439962497E-4	-8.331780435521954E-5
hCoV-19/Argentina/PAIS-A1074/2021|EPI_ISL_4578886|2021-08-23	2021.641095890411	5.3019194399625E-4	9.955073010766715E-5
hCoV-19/Chile/AT-152336/2021|EPI_ISL_4654401|2021-09-06	2021.6794520547944	4.660822439962498E-4	2.1091361181894172E-5
hCoV-19/Chile/TA-148307/2021|EPI_ISL_4636129|2021-09-02	2021.668493150685	4.898919439962498E-4	4.900096658917849E-5
hCoV-19/Chile/TA-143787/2021|EPI_ISL_4635474|2021-08-23	2021.641095890411	2.819874439962496E-4	-1.4865376989233332E-4
hCoV-19/Chile/TA-133360/2021|EPI_ISL_4005219|2021-07-30	2021.5753424657535	3.151266439962496E-4	-9.091513744818321E-5
hCoV-19/Chile/TA-133347/2021|EPI_ISL_11976099|2021-07-29	2021.572602739726	3.1612664399624957E-4	-8.889016109638991E-5
hCoV-19/Chile/TA-133375/2021|EPI_ISL_11976100|2021-07-30	2021.5753424657535	3.1612664399624957E-4	-8.991513744818324E-5
hCoV-19/Chile/TA-125978/2021|EPI_ISL_11976055|2021-07-13	2021.5287671232877	3.824638439962498E-4	-6.153339466919317E-6
hCoV-19/Chile/TA-132246/2021|EPI_ISL_11976150|2021-07-28	2021.5698630136985	3.824638439962498E-4	-2.1527984744485363E-5
hCoV-19/Chile/TA-131559/2021|EPI_ISL_12012950|2021-07-26	2021.5643835616438	3.8146384399624975E-4	-2.0478032040898732E-5
hCoV-19/Chile/TA-151681/2021|EPI_ISL_4653524|2021-09-10	2021.690410958904	5.9184904399625E-4	1.42758255774499E-4
hCoV-19/Argentina/INEI111235/2021|EPI_ISL_6694884|2021-08-23	2021.641095890411	4.8577614399624976E-4	5.513493010766686E-5
hCoV-19/Argentina/INEI111239/2021|EPI_ISL_6694888|2021-08-27	2021.6520547945206	4.8577614399624976E-4	5.1035024700271507E-5
hCoV-19/USA/FL-CDC-STM-000742214/2021|EPI_ISL_5659018|2021-10-10	2021.772602739726	5.5730624399625E-4	7.746616521936694E-5
hCoV-19/Spain/CT-HUGTiPM023JU0F12/2021|EPI_ISL_2812504|2021-06-14	2021.4493150684932	3.8152304399624977E-4	2.2630174736419444E-5
hCoV-19/Chile/AT-121883/2021|EPI_ISL_3185534|2021-07-03	2021.5013698630137	4.5265154399624983E-4	7.428412405145811E-5
hCoV-19/Chile/AN-126748/2021|EPI_ISL_11976062|2021-07-06	2021.509589041096	4.5265154399624983E-4	7.120919499585608E-5
hCoV-19/Argentina/PAIS-A1052/2021|EPI_ISL_4578878|2021-07-08	2021.5150684931507	4.1707074399624977E-4	3.357844229226936E-5
hCoV-19/Chile/TA-139371/2021|EPI_ISL_4628790|2021-08-12	2021.6109589041096	3.131560439962496E-4	-1.062104300221626E-4
hCoV-19/Argentina/INEI110066/2021|EPI_ISL_6694518|2021-08-19	2021.6301369863013	4.841680439962498E-4	5.7626735515062233E-5
hCoV-19/Argentina/INEI109824/2021|EPI_ISL_7751221|2021-07-09	2021.517808219178	4.509994439962498E-4	6.648216594047607E-5
hCoV-19/Argentina/INEI110426/2021|EPI_ISL_6694694|2021-08-19	2021.6301369863013	4.1683084399624977E-4	-9.710464484937776E-6
hCoV-19/Argentina/INEI111198/2021|EPI_ISL_6694858|2021-08-02	2021.5835616438355	4.158308439962498E-4	6.714133496325977E-6
hCoV-19/Chile/TA-133362/2021|EPI_ISL_4005244|2021-07-29	2021.572602739726	5.047011439962498E-4	9.968433890361031E-5
hCoV-19/Chile/TA-133351/2021|EPI_ISL_11976097|2021-07-29	2021.572602739726	5.5552594399625E-4	1.5050913890361046E-4
hCoV-19/Chile/TA-133376/2021|EPI_ISL_11976098|2021-07-30	2021.5753424657535	5.5678924399625E-4	1.5074746255181717E-4
hCoV-19/Chile/AP-121846/2021|EPI_ISL_3185499|2021-07-03	2021.5013698630137	4.512706439962498E-4	7.290322405145808E-5
hCoV-19/Chile/TA-125982/2021|EPI_ISL_11976053|2021-07-13	2021.5287671232877	4.195178439962498E-4	3.09006605330807E-5
hCoV-19/Argentina/INEI111430/2021|EPI_ISL_6695030|2021-09-06	2021.6794520547944	4.8515384399624984E-4	4.016296118189422E-5
hCoV-19/Chile/TA-148312/2021|EPI_ISL_4636144|2021-09-01	2021.6657534246576	3.465290439962497E-4	-9.333695705902824E-5
hCoV-19/Chile/LI-151185/2021|EPI_ISL_4636501|2021-09-07	2021.682191780822	5.999165439962499E-4	1.5390068482998992E-4
hCoV-19/Chile/LI-147314/2021|EPI_ISL_4632858|2021-08-31	2021.66301369863	5.999165439962499E-4	1.610755192929873E-4
hCoV-19/Chile/LI-161026/2021|EPI_ISL_5431443|2021-10-03	2021.7534246575342	6.320851439962499E-4	1.5941989968225323E-4
hCoV-19/Chile/ML-150907/2021|EPI_ISL_4636466|2021-09-09	2021.6876712328767	5.979165439962499E-4	1.498507321262923E-4
hCoV-19/Chile/LI-144832/2021|EPI_ISL_4652657|2021-08-25	2021.6465753424657	5.6374794399625E-4	1.3105677740396938E-4
hCoV-19/Chile/LI-145386/2021|EPI_ISL_4636028|2021-08-28	2021.654794520548	5.959165439962499E-4	1.601504483483673E-4
hCoV-19/Chile/LI-145373/2021|EPI_ISL_4636019|2021-08-28	2021.654794520548	5.617479439962499E-4	1.259818483483673E-4
hCoV-19/Chile/LI-147323/2021|EPI_ISL_4632831|2021-08-31	2021.66301369863	5.9491654399625E-4	1.560755192929874E-4
hCoV-19/Chile/LI-147320/2021|EPI_ISL_4632832|2021-08-27	2021.6520547945206	5.959165439962499E-4	1.6117542470027164E-4
hCoV-19/Chile/LI-147310/2021|EPI_ISL_4632878|2021-08-30	2021.6602739726027	5.959165439962499E-4	1.5810049564478064E-4
hCoV-19/Chile/LI-147317/2021|EPI_ISL_4632823|2021-09-02	2021.668493150685	5.5974794399625E-4	1.1885696658917868E-4
hCoV-19/Chile/RM-145866/2021|EPI_ISL_4632243|2021-08-30	2021.6602739726027	5.9391654399625E-4	1.561004956447807E-4
hCoV-19/Chile/RM-147169/2021|EPI_ISL_4632539|2021-08-31	2021.66301369863	5.9391654399625E-4	1.5507551929298737E-4
hCoV-19/Chile/LI-146988/2021|EPI_ISL_4632478|2021-08-30	2021.6602739726027	6.270851439962499E-4	1.8926909564478066E-4
hCoV-19/Chile/LI-146992/2021|EPI_ISL_4632479|2021-08-30	2021.6602739726027	6.270851439962499E-4	1.8926909564478066E-4
hCoV-19/Chile/LI-144122/2021|EPI_ISL_4635535|2021-08-25	2021.6465753424657	5.577479439962499E-4	1.2505677740396934E-4
hCoV-19/Chile/LI-144119/2021|EPI_ISL_4635532|2021-08-25	2021.6465753424657	5.5674794399625E-4	1.2405677740396942E-4
hCoV-19/Chile/LI-147318/2021|EPI_ISL_4632824|2021-09-01	2021.6657534246576	5.8991654399625E-4	1.50050542940972E-4
hCoV-19/Chile/LI-147316/2021|EPI_ISL_4632859|2021-09-01	2021.6657534246576	5.5674794399625E-4	1.1688194294097204E-4
hCoV-19/Chile/LI-145372/2021|EPI_ISL_4636018|2021-08-27	2021.6520547945206	5.879165439962499E-4	1.5317542470027166E-4
hCoV-19/Chile/AN-125775/2021|EPI_ISL_3185769|2021-07-08	2021.5150684931507	3.804932439962498E-4	-2.9990577077306326E-6
hCoV-19/Chile/AN-125787/2021|EPI_ISL_3185788|2021-07-09	2021.517808219178	3.804932439962498E-4	-4.02403405952396E-6
hCoV-19/Chile/AN-134062/2021|EPI_ISL_3537187|2021-08-02	2021.5835616438355	3.4732464399624976E-4	-6.179206650367406E-5
hCoV-19/Chile/AN-116096/2021|EPI_ISL_12144302|2021-06-14	2021.4493150684932	3.4732464399624976E-4	-1.156822526358057E-5
hCoV-19/Chile/VS-135630/2021|EPI_ISL_3982669|2021-08-03	2021.5863013698631	3.846791439962498E-4	-2.5462542855578382E-5
hCoV-19/Chile/VS-135634/2021|EPI_ISL_3982673|2021-08-03	2021.5863013698631	4.1784774399624975E-4	7.706057144421584E-6
hCoV-19/Chile/RM-127831/2021|EPI_ISL_11976024|2021-07-20	2021.5479452054794	3.846791439962498E-4	-1.1112873929805664E-5
hCoV-19/Chile/RM-126312/2021|EPI_ISL_11976048|2021-07-17	2021.5397260273974	3.8567914399624976E-4	-7.037944874314689E-6
hCoV-19/Chile/RM-124547/2021|EPI_ISL_12017322|2021-07-12	2021.5260273972603	3.8567914399624976E-4	-1.913063115126007E-6
hCoV-19/Chile/VS-140203/2021|EPI_ISL_4005143|2021-08-17	2021.6246575342466	4.194642439962498E-4	-5.027111781351107E-6
hCoV-19/Chile/RM-124390/2021|EPI_ISL_11976049|2021-07-12	2021.5260273972603	4.168477439962498E-4	2.925553688487402E-5
hCoV-19/Chile/AN-109416/2021|EPI_ISL_12144296|2021-06-09	2021.4356164383562	3.8368154399624977E-4	2.9913556495608123E-5
hCoV-19/Chile/AN-116091/2021|EPI_ISL_12144301|2021-06-15	2021.4520547945206	3.8368154399624977E-4	2.376369838451509E-5
hCoV-19/Chile/AN-116077/2021|EPI_ISL_12144298|2021-05-16	2021.3698630136987	4.168501439962498E-4	8.768158893975822E-5
hCoV-19/Chile/AN-116081/2021|EPI_ISL_12144299|2021-05-16	2021.3698630136987	4.168501439962498E-4	8.768158893975822E-5
hCoV-19/Chile/TA-136610/2021|EPI_ISL_3987681|2021-08-05	2021.5917808219178	3.473785439962497E-4	-6.481309555927614E-5
hCoV-19/Chile/AN-109421/2021|EPI_ISL_12144297|2021-06-09	2021.4356164383562	3.131560439962496E-4	-4.061194350439204E-5
hCoV-19/Chile/TA-135581/2021|EPI_ISL_3982645|2021-08-03	2021.5863013698631	3.151560439962496E-4	-9.498564285557857E-5
hCoV-19/Chile/TA-134107/2021|EPI_ISL_3987704|2021-08-02	2021.5835616438355	3.528287439962497E-4	-5.62879665036741E-5
hCoV-19/Chile/TA-134108/2021|EPI_ISL_3987705|2021-08-02	2021.5835616438355	3.141560439962496E-4	-9.496066650367424E-5
hCoV-19/Chile/TA-139714/2021|EPI_ISL_3988271|2021-08-14	2021.6164383561643	3.5069204399624973E-4	-7.072438272574913E-5
hCoV-19/Chile/TA-142390/2021|EPI_ISL_4632394|2021-08-18	2021.627397260274	3.516920439962497E-4	-7.382428813314452E-5
hCoV-19/Chile/TA-142903/2021|EPI_ISL_4635780|2021-08-23	2021.641095890411	3.516920439962497E-4	-7.89491698923332E-5
hCoV-19/Chile/TA-142900/2021|EPI_ISL_4635777|2021-08-21	2021.6356164383562	2.8098744399624955E-4	-1.476038171887467E-4
hCoV-19/Chile/TA-136594/2021|EPI_ISL_4005077|2021-08-06	2021.5945205479452	2.799874439962496E-4	-1.332291719110696E-4
hCoV-19/Chile/TA-145205/2021|EPI_ISL_4635609|2021-08-27	2021.6520547945206	2.799874439962496E-4	-1.5475367529972867E-4
hCoV-19/Chile/AP-118261/2021|EPI_ISL_12144328|2021-06-23	2021.4739726027397	4.162515439962498E-4	4.813388756983545E-5
hCoV-19/Argentina/INEI111322/2021|EPI_ISL_6694956|2021-09-17	2021.7095890410958	5.2149914399625E-4	6.523352131161263E-5
hCoV-19/Chile/AP-140599/2021|EPI_ISL_4632746|2021-08-16	2021.6219178082192	4.168508439962498E-4	-6.61553542955775E-6
hCoV-19/Chile/AP-138253/2021|EPI_ISL_3987919|2021-08-10	2021.6054794520549	3.8368224399624974E-4	-3.363427731846479E-5
hCoV-19/Chile/AP-138252/2021|EPI_ISL_3987918|2021-08-09	2021.6027397260275	3.8368224399624974E-4	-3.2609300966671465E-5
hCoV-19/Chile/AP-139293/2021|EPI_ISL_4628789|2021-08-11	2021.6082191780822	3.8368224399624974E-4	-3.465925367025812E-5
hCoV-19/Chile/TA-136612/2021|EPI_ISL_3987640|2021-08-06	2021.5945205479452	2.7898744399624956E-4	-1.342291719110696E-4
hCoV-19/Brazil/RO-FIOCRUZ-ILMD2203519/2021|EPI_ISL_10115640|2021-06-04	2021.4219178082192	2.7898744399624956E-4	-6.96556617452034E-5
hCoV-19/Brazil/RO-FIOCRUZ-ILMD2203521/2021|EPI_ISL_10115642|2021-06-18	2021.4602739726026	2.7898744399624956E-4	-8.40053306708651E-5
hCoV-19/Chile/TA-137593/2021|EPI_ISL_3982002|2021-08-09	2021.6027397260275	3.8487514399624973E-4	-3.141640096667147E-5
hCoV-19/Chile/TA-137589/2021|EPI_ISL_4005123|2021-08-09	2021.6027397260275	3.8487514399624973E-4	-3.141640096667147E-5
hCoV-19/Chile/TA-136291/2021|EPI_ISL_3987639|2021-08-06	2021.5945205479452	2.819874439962496E-4	-1.312291719110696E-4
hCoV-19/Chile/TA-139682/2021|EPI_ISL_3988257|2021-08-11	2021.6082191780822	2.819874439962496E-4	-1.3635405367025828E-4
